time,nrv,si,pos,neg,mean
2016-12-31 23:00:00+00:00,-74.896,83.907,26.73,26.73,26.73
2016-12-31 23:15:00+00:00,133.371,-133.034,46.73,46.73,46.73
2016-12-31 23:30:00+00:00,47.786,-44.419,46.73,46.73,46.73
2016-12-31 23:45:00+00:00,64.721,10.859,46.73,46.73,46.73
2017-01-01 00:00:00+00:00,139.216,-382.232,57.98,60.15,59.065
2017-01-01 00:15:00+00:00,259.902,-239.508,111.24,113.51,112.375
2017-01-01 00:30:00+00:00,203.73,-181.07,111.24,113.64,112.44
2017-01-01 00:45:00+00:00,172.106,-140.052,111.24,113.6,112.42
2017-01-01 01:00:00+00:00,184.271,-225.461,111.24,113.96,112.6
2017-01-01 01:15:00+00:00,204.903,-153.174,111.24,114.01,112.625
2017-01-01 01:30:00+00:00,156.039,-193.959,111.24,114.31,112.775
2017-01-01 01:45:00+00:00,91.382,-56.532,111.24,111.24,111.24
2017-01-01 02:00:00+00:00,66.864,-130.614,46.73,46.73,46.73
2017-01-01 02:15:00+00:00,161.521,-124.571,111.24,111.24,111.24
2017-01-01 02:30:00+00:00,127.882,-100.097,111.24,111.24,111.24
2017-01-01 02:45:00+00:00,162.455,-171.571,111.24,112.8,112.02
2017-01-01 03:00:00+00:00,103.224,-68.851,46.73,46.73,46.73
2017-01-01 03:15:00+00:00,61.094,-37.824,46.73,46.73,46.73
2017-01-01 03:30:00+00:00,71.319,-48.894,46.73,46.73,46.73
2017-01-01 03:45:00+00:00,62.914,-35.145,46.73,46.73,46.73
2017-01-01 04:00:00+00:00,103.048,-87.249,46.73,46.73,46.73
2017-01-01 04:15:00+00:00,74.981,-51.657,46.73,46.73,46.73
2017-01-01 04:30:00+00:00,71.021,-50.022,46.73,46.73,46.73
2017-01-01 04:45:00+00:00,27.652,-7.374,46.73,46.73,46.73
2017-01-01 05:00:00+00:00,134.448,-119.312,46.73,46.73,46.73
2017-01-01 05:15:00+00:00,154.726,-122.318,46.73,46.73,46.73
2017-01-01 05:30:00+00:00,113.988,-92.254,46.73,46.73,46.73
2017-01-01 05:45:00+00:00,126.321,-84.325,46.73,46.73,46.73
2017-01-01 06:00:00+00:00,169.842,-159.644,46.73,47.36,47.045
2017-01-01 06:15:00+00:00,161.337,-144.938,46.73,47.51,47.12
2017-01-01 06:30:00+00:00,226.738,-227.357,46.73,47.92,47.325
2017-01-01 06:45:00+00:00,172.305,-147.71,46.73,48.1,47.415
2017-01-01 07:00:00+00:00,137.994,-123.945,80.28,80.28,80.28
2017-01-01 07:15:00+00:00,166.528,-141.365,80.28,81.7,80.99
2017-01-01 07:30:00+00:00,60.978,-71.856,46.73,46.73,46.73
2017-01-01 07:45:00+00:00,93.037,-50.07,46.73,46.73,46.73
2017-01-01 08:00:00+00:00,108.392,-119.919,46.73,46.73,46.73
2017-01-01 08:15:00+00:00,83.263,-62.023,46.73,46.73,46.73
2017-01-01 08:30:00+00:00,131.19,-148.177,46.73,47.61,47.17
2017-01-01 08:45:00+00:00,143.144,-192.867,46.73,47.73,47.23
2017-01-01 09:00:00+00:00,35.805,0.167,46.73,46.73,46.73
2017-01-01 09:15:00+00:00,97.689,-71.993,46.73,46.73,46.73
2017-01-01 09:30:00+00:00,95.545,-77.475,46.73,46.73,46.73
2017-01-01 09:45:00+00:00,109.573,-91.162,46.73,46.73,46.73
2017-01-01 10:00:00+00:00,68.202,-31.066,46.73,46.73,46.73
2017-01-01 10:15:00+00:00,121.79,-135.678,46.73,46.73,46.73
2017-01-01 10:30:00+00:00,144.963,-128.471,46.73,46.73,46.73
2017-01-01 10:45:00+00:00,145.524,-152.001,46.73,47.38,47.055
2017-01-01 11:00:00+00:00,127.872,-119.914,49.57,49.57,49.57
2017-01-01 11:15:00+00:00,141.864,-165.018,49.57,50.53,50.05
2017-01-01 11:30:00+00:00,139.728,-216.339,49.57,50.87,50.22
2017-01-01 11:45:00+00:00,64.787,-39.325,49.57,49.57,49.57
2017-01-01 12:00:00+00:00,18.301,-58.26,48.69,48.69,48.69
2017-01-01 12:15:00+00:00,149.678,-232.658,48.69,50.25,49.47
2017-01-01 12:30:00+00:00,267.461,-249.606,111.24,113.18,112.21
2017-01-01 12:45:00+00:00,152.119,-120.039,111.24,111.24,111.24
2017-01-01 13:00:00+00:00,37.799,-11.73,46.73,46.73,46.73
2017-01-01 13:15:00+00:00,137.805,-117.255,46.73,46.73,46.73
2017-01-01 13:30:00+00:00,130.997,-109.584,46.73,46.73,46.73
2017-01-01 13:45:00+00:00,93.755,-85.166,46.73,46.73,46.73
2017-01-01 14:00:00+00:00,75.63,-74.608,46.73,46.73,46.73
2017-01-01 14:15:00+00:00,138.227,-135.476,46.73,46.73,46.73
2017-01-01 14:30:00+00:00,134.951,-122.348,46.73,46.73,46.73
2017-01-01 14:45:00+00:00,68.593,-23.04,46.73,46.73,46.73
2017-01-01 15:00:00+00:00,141.019,-141.47,46.73,47.5,47.115
2017-01-01 15:15:00+00:00,186.633,-166.004,46.73,47.62,47.175
2017-01-01 15:30:00+00:00,24.634,-10.095,46.73,46.73,46.73
2017-01-01 15:45:00+00:00,4.512,24.429,46.73,46.73,46.73
2017-01-01 16:00:00+00:00,251.953,-308.257,66.74,68.22,67.48
2017-01-01 16:15:00+00:00,193.39,-192.76,66.74,68.37,67.555
2017-01-01 16:30:00+00:00,133.843,-98.939,66.74,66.74,66.74
2017-01-01 16:45:00+00:00,121.524,-93.942,111.24,111.24,111.24
2017-01-01 17:00:00+00:00,169.831,-160.248,111.24,112.95,112.095
2017-01-01 17:15:00+00:00,80.868,-60.382,111.24,111.24,111.24
2017-01-01 17:30:00+00:00,97.397,-73.594,111.24,111.24,111.24
2017-01-01 17:45:00+00:00,52.484,-37.358,111.24,111.24,111.24
2017-01-01 18:00:00+00:00,-44.129,81.346,2.41,2.41,2.41
2017-01-01 18:15:00+00:00,-97.207,122.601,2.41,2.41,2.41
2017-01-01 18:30:00+00:00,-2.053,26.828,2.41,2.41,2.41
2017-01-01 18:45:00+00:00,58.252,-30.14,66.74,66.74,66.74
2017-01-01 19:00:00+00:00,91.552,-186.731,61.08,61.65,61.365
2017-01-01 19:15:00+00:00,180.644,-271.998,61.74,62.9,62.32
2017-01-01 19:30:00+00:00,148.412,-269.991,62.04,63.76,62.9
2017-01-01 19:45:00+00:00,198.704,-372.265,66.74,69.6,68.17
2017-01-01 20:00:00+00:00,490.08,-580.745,315,320.62,317.81
2017-01-01 20:15:00+00:00,799.001,-824.268,315,326.16,320.58
2017-01-01 20:30:00+00:00,270.398,-240.678,310,321.63,315.815
2017-01-01 20:45:00+00:00,266.747,-245.595,310,322.13,316.065
2017-01-01 21:00:00+00:00,127.626,-102.988,310,310,310
2017-01-01 21:15:00+00:00,293.842,-271.204,310,321.92,315.96
2017-01-01 21:30:00+00:00,282.102,-263.337,310,321.89,315.945
2017-01-01 21:45:00+00:00,244.978,-259.334,310,321.3,315.65
2017-01-01 22:00:00+00:00,64.288,14.648,310,310,310
2017-01-01 22:15:00+00:00,31.029,-8.497,49.27,49.27,49.27
2017-01-01 22:30:00+00:00,24.954,-0.633,49.27,49.27,49.27
2017-01-01 22:45:00+00:00,35.556,29.391,49.27,49.27,49.27
2017-01-01 23:00:00+00:00,98.177,-192.776,55.64,57.71,56.675
2017-01-01 23:15:00+00:00,-31.171,39.845,20.39,20.39,20.39
2017-01-01 23:30:00+00:00,-3.895,23.562,20.39,20.39,20.39
2017-01-01 23:45:00+00:00,69.602,-60.76,55.64,55.64,55.64
2017-01-02 00:00:00+00:00,122.151,-126.472,55.64,55.64,55.64
2017-01-02 00:15:00+00:00,130.164,-106.684,55.64,55.64,55.64
2017-01-02 00:30:00+00:00,59.889,-61.585,55.64,55.64,55.64
2017-01-02 00:45:00+00:00,-4.471,6,20.39,20.39,20.39
2017-01-02 01:00:00+00:00,47.932,-217.022,55.64,56.34,55.99
2017-01-02 01:15:00+00:00,127.451,-126.524,55.64,55.64,55.64
2017-01-02 01:30:00+00:00,47.629,-38.011,55.64,55.64,55.64
2017-01-02 01:45:00+00:00,2.078,20.754,55.64,55.64,55.64
2017-01-02 02:00:00+00:00,-0.597,12.883,20.39,20.39,20.39
2017-01-02 02:15:00+00:00,14.17,-9.353,55.64,55.64,55.64
2017-01-02 02:30:00+00:00,46.554,-31.281,55.64,55.64,55.64
2017-01-02 02:45:00+00:00,2.804,14.835,55.61,55.61,55.61
2017-01-02 03:00:00+00:00,-109.899,126.19,19.69,19.69,19.69
2017-01-02 03:15:00+00:00,-70.902,85.004,19.69,19.69,19.69
2017-01-02 03:30:00+00:00,-58.986,69.887,19.69,19.69,19.69
2017-01-02 03:45:00+00:00,-106.605,166.681,19.21,19.69,19.45
2017-01-02 04:00:00+00:00,-153.628,126.284,20.39,20.39,20.39
2017-01-02 04:15:00+00:00,26.573,-6.471,55.64,55.64,55.64
2017-01-02 04:30:00+00:00,-61.175,70.893,20.39,20.39,20.39
2017-01-02 04:45:00+00:00,-55.793,62.523,20.39,20.39,20.39
2017-01-02 05:00:00+00:00,-215.968,262.859,19.27,20.39,19.83
2017-01-02 05:15:00+00:00,-220.77,229.173,18.9,20.39,19.645
2017-01-02 05:30:00+00:00,-133.164,144.128,18.76,20.39,19.575
2017-01-02 05:45:00+00:00,-224.001,750.473,14.3,20.39,17.345
2017-01-02 06:00:00+00:00,-140.235,212.787,15.99,22.32,19.155
2017-01-02 06:15:00+00:00,-329.733,329.207,-7.23,0,-3.615
2017-01-02 06:30:00+00:00,-123.433,139.856,0,0,0
2017-01-02 06:45:00+00:00,-22.95,142.314,14.83,22.32,18.575
2017-01-02 07:00:00+00:00,-151.722,369.268,14.27,22.32,18.295
2017-01-02 07:15:00+00:00,-191.713,186.243,-7.9,0,-3.95
2017-01-02 07:30:00+00:00,-42.862,76.925,0,0,0
2017-01-02 07:45:00+00:00,-33.003,45.558,22.32,22.32,22.32
2017-01-02 08:00:00+00:00,-138.085,271.314,18.98,22.32,20.65
2017-01-02 08:15:00+00:00,-94.974,95.025,22.32,22.32,22.32
2017-01-02 08:30:00+00:00,-14.771,32.695,22.32,22.32,22.32
2017-01-02 08:45:00+00:00,-34.158,72.144,22.32,22.32,22.32
2017-01-02 09:00:00+00:00,41.507,-33.858,74.37,74.37,74.37
2017-01-02 09:15:00+00:00,43.126,-21.123,74.37,74.37,74.37
2017-01-02 09:30:00+00:00,30.239,-19.396,74.37,74.37,74.37
2017-01-02 09:45:00+00:00,55.56,-21.195,74.37,74.37,74.37
2017-01-02 10:00:00+00:00,131.109,-206.616,73.61,74.11,73.86
2017-01-02 10:15:00+00:00,245.57,-226.799,110.94,111.8,111.37
2017-01-02 10:30:00+00:00,278.096,-243.426,110.94,112.28,111.61
2017-01-02 10:45:00+00:00,185.696,-163.568,110.94,112.46,111.7
2017-01-02 11:00:00+00:00,211.934,-195.074,110.94,112.77,111.855
2017-01-02 11:15:00+00:00,207.36,-182.686,72.61,74.71,73.66
2017-01-02 11:30:00+00:00,111.333,-191.911,72.61,75.01,73.81
2017-01-02 11:45:00+00:00,73.509,-19.843,72.61,72.61,72.61
2017-01-02 12:00:00+00:00,32.049,-8.1,71.72,71.72,71.72
2017-01-02 12:15:00+00:00,-45.865,79.191,17.75,17.75,17.75
2017-01-02 12:30:00+00:00,-66.49,96.261,17.75,17.75,17.75
2017-01-02 12:45:00+00:00,-36.551,28.72,17.75,17.75,17.75
2017-01-02 13:00:00+00:00,-184.267,268.932,16.42,17.75,17.085
2017-01-02 13:15:00+00:00,-117.472,174.441,16.45,17.75,17.1
2017-01-02 13:30:00+00:00,-41.295,45.61,17.75,17.75,17.75
2017-01-02 13:45:00+00:00,-74.088,111.961,17.75,17.75,17.75
2017-01-02 14:00:00+00:00,-135.44,150.581,11.8,13.11,12.455
2017-01-02 14:15:00+00:00,-60.914,76.054,13.11,13.11,13.11
2017-01-02 14:30:00+00:00,16.112,-0.462,72.43,72.43,72.43
2017-01-02 14:45:00+00:00,-21.127,34.572,13.11,13.11,13.11
2017-01-02 15:00:00+00:00,-123.797,164.855,4.31,5.16,4.735
2017-01-02 15:15:00+00:00,-114.077,124.401,5.38,5.38,5.38
2017-01-02 15:30:00+00:00,-22.815,51.514,5.16,5.16,5.16
2017-01-02 15:45:00+00:00,-86.409,-20.229,5.16,5.16,5.16
2017-01-02 16:00:00+00:00,-41.817,88.047,5.16,5.16,5.16
2017-01-02 16:15:00+00:00,-84.69,101.586,5.16,5.16,5.16
2017-01-02 16:30:00+00:00,71.902,-49.897,76.54,76.54,76.54
2017-01-02 16:45:00+00:00,46.903,-36.944,76.54,76.54,76.54
2017-01-02 17:00:00+00:00,8.031,15.781,79.09,79.09,79.09
2017-01-02 17:15:00+00:00,6.552,21.036,79.09,79.09,79.09
2017-01-02 17:30:00+00:00,-70.805,82.415,5.16,5.16,5.16
2017-01-02 17:45:00+00:00,10.192,42.458,79.09,79.09,79.09
2017-01-02 18:00:00+00:00,124.504,-187.674,76.14,76.63,76.385
2017-01-02 18:15:00+00:00,91.331,-16.122,310,310,310
2017-01-02 18:30:00+00:00,-14.63,59.538,5.16,5.16,5.16
2017-01-02 18:45:00+00:00,-115.823,159.841,4.54,5.16,4.85
2017-01-02 19:00:00+00:00,73.543,-56.348,72.19,72.19,72.19
2017-01-02 19:15:00+00:00,-97.368,111.084,13.11,13.11,13.11
2017-01-02 19:30:00+00:00,-1.206,35.301,13.84,13.84,13.84
2017-01-02 19:45:00+00:00,-71.661,113.852,17.75,17.75,17.75
2017-01-02 20:00:00+00:00,88.639,-82.555,65.52,65.52,65.52
2017-01-02 20:15:00+00:00,-3.196,23.042,22.32,22.32,22.32
2017-01-02 20:30:00+00:00,37.382,39.862,65.52,65.52,65.52
2017-01-02 20:45:00+00:00,11.738,-8.697,65.52,65.52,65.52
2017-01-02 21:00:00+00:00,-51.067,90.361,22.32,22.32,22.32
2017-01-02 21:15:00+00:00,-1.994,-13.184,22.32,22.32,22.32
2017-01-02 21:30:00+00:00,53.049,-32.22,63.2,63.2,63.2
2017-01-02 21:45:00+00:00,107.611,-55.215,63.2,63.2,63.2
2017-01-02 22:00:00+00:00,81.876,-62.843,63.42,63.42,63.42
2017-01-02 22:15:00+00:00,20.129,6.151,63.42,63.42,63.42
2017-01-02 22:30:00+00:00,-62.975,117.611,22.32,22.32,22.32
2017-01-02 22:45:00+00:00,-47.833,59.839,22.32,22.32,22.32
2017-01-02 23:00:00+00:00,5.907,27.119,64.07,64.07,64.07
2017-01-02 23:15:00+00:00,-63.563,89.717,22.36,22.36,22.36
2017-01-02 23:30:00+00:00,-99.144,130.005,22.36,22.36,22.36
2017-01-02 23:45:00+00:00,-91.535,116.737,22.36,22.36,22.36
2017-01-03 00:00:00+00:00,74.116,-62.294,63.05,63.05,63.05
2017-01-03 00:15:00+00:00,-26.401,62.943,22.36,22.36,22.36
2017-01-03 00:30:00+00:00,-76.478,114.067,22.36,22.36,22.36
2017-01-03 00:45:00+00:00,-65.114,84.489,22.36,22.36,22.36
2017-01-03 01:00:00+00:00,-22.835,40.506,22.36,22.36,22.36
2017-01-03 01:15:00+00:00,-66.368,101.297,20.43,20.43,20.43
2017-01-03 01:30:00+00:00,-53.704,86.064,20.04,20.04,20.04
2017-01-03 01:45:00+00:00,-59.353,85.629,20.04,20.04,20.04
2017-01-03 02:00:00+00:00,-10.666,22.483,20.04,20.04,20.04
2017-01-03 02:15:00+00:00,15.974,5.812,57.03,57.03,57.03
2017-01-03 02:30:00+00:00,-4.432,20.475,20.04,20.04,20.04
2017-01-03 02:45:00+00:00,-23.671,72.316,20.04,20.04,20.04
2017-01-03 03:00:00+00:00,-100.551,131.531,20.04,20.04,20.04
2017-01-03 03:15:00+00:00,-88.342,102.018,20.04,20.04,20.04
2017-01-03 03:30:00+00:00,35.442,-25.318,57.03,57.03,57.03
2017-01-03 03:45:00+00:00,-37.418,57.29,20.04,20.04,20.04
2017-01-03 04:00:00+00:00,-65.17,82.255,20.04,20.04,20.04
2017-01-03 04:15:00+00:00,-80.217,115.253,20.04,20.04,20.04
2017-01-03 04:30:00+00:00,-57.238,67.649,20.04,20.04,20.04
2017-01-03 04:45:00+00:00,67.609,-53.687,57.61,57.61,57.61
2017-01-03 05:00:00+00:00,-83.82,108.817,22.36,22.36,22.36
2017-01-03 05:15:00+00:00,-56.107,78.103,22.36,22.36,22.36
2017-01-03 05:30:00+00:00,-37.733,54.025,22.36,22.36,22.36
2017-01-03 05:45:00+00:00,109.566,-149.98,63.05,63.64,63.345
2017-01-03 06:00:00+00:00,-41.648,43.627,13.13,13.13,13.13
2017-01-03 06:15:00+00:00,143.223,-126.718,74.8,74.8,74.8
2017-01-03 06:30:00+00:00,89.611,-56.419,76.2,76.2,76.2
2017-01-03 06:45:00+00:00,96.829,-102.2,74.96,74.96,74.96
2017-01-03 07:00:00+00:00,45.247,-10.938,75.99,75.99,75.99
2017-01-03 07:15:00+00:00,187.237,-154.259,76.2,76.87,76.535
2017-01-03 07:30:00+00:00,74.878,-57.462,76.2,76.2,76.2
2017-01-03 07:45:00+00:00,80.084,-79.693,76.2,76.2,76.2
2017-01-03 08:00:00+00:00,-71.434,126.953,5.16,5.16,5.16
2017-01-03 08:15:00+00:00,-80.403,113.376,5.16,5.16,5.16
2017-01-03 08:30:00+00:00,32.152,-42.479,78.76,78.76,78.76
2017-01-03 08:45:00+00:00,22.787,-11.615,78.76,78.76,78.76
2017-01-03 09:00:00+00:00,14.277,32.111,74.28,74.28,74.28
2017-01-03 09:15:00+00:00,-58.526,106.009,13.48,13.48,13.48
2017-01-03 09:30:00+00:00,-43.835,53.051,14.28,14.28,14.28
2017-01-03 09:45:00+00:00,-35.915,53.055,13.13,13.13,13.13
2017-01-03 10:00:00+00:00,-130.525,152.72,21.89,22.36,22.125
2017-01-03 10:15:00+00:00,-121.917,147.84,21.82,22.36,22.09
2017-01-03 10:30:00+00:00,-86.157,94.439,22.36,22.36,22.36
2017-01-03 10:45:00+00:00,-55.282,88.231,22.36,22.36,22.36
2017-01-03 11:00:00+00:00,-68.994,91.922,22.36,22.36,22.36
2017-01-03 11:15:00+00:00,-164.471,316.647,20.89,22.36,21.625
2017-01-03 11:30:00+00:00,-146.563,139.378,20.33,20.33,20.33
2017-01-03 11:45:00+00:00,-223.219,305.298,17.97,20.33,19.15
2017-01-03 12:00:00+00:00,-189.43,202.31,17.82,20.33,19.075
2017-01-03 12:15:00+00:00,-295.621,410.911,16.6,20.33,18.465
2017-01-03 12:30:00+00:00,-224.733,234.945,16.21,20.33,18.27
2017-01-03 12:45:00+00:00,-70.574,-156.57,16.07,20.33,18.2
2017-01-03 13:00:00+00:00,139.979,-15.88,111.1,111.1,111.1
2017-01-03 13:15:00+00:00,29.736,-3.036,111.1,111.1,111.1
2017-01-03 13:30:00+00:00,-38.193,52.111,22.36,22.36,22.36
2017-01-03 13:45:00+00:00,134.311,-125.386,67.52,67.52,67.52
2017-01-03 14:00:00+00:00,203.487,-177.933,67.28,69.77,68.525
2017-01-03 14:15:00+00:00,-17.068,-5.476,22.36,22.36,22.36
2017-01-03 14:30:00+00:00,21.098,39.482,67.28,67.28,67.28
2017-01-03 14:45:00+00:00,39.961,-16.111,67.28,67.28,67.28
2017-01-03 15:00:00+00:00,-34.586,34.325,13.93,13.93,13.93
2017-01-03 15:15:00+00:00,-101.916,119.217,14.8,14.8,14.8
2017-01-03 15:30:00+00:00,-27.267,39.967,16.76,16.76,16.76
2017-01-03 15:45:00+00:00,22.535,13.831,72.85,72.85,72.85
2017-01-03 16:00:00+00:00,-44.407,34.444,5.16,5.16,5.16
2017-01-03 16:15:00+00:00,-39.579,53.266,5.16,5.16,5.16
2017-01-03 16:30:00+00:00,83.824,-123.462,76.2,76.2,76.2
2017-01-03 16:45:00+00:00,93.954,-164.504,76.2,76.73,76.465
2017-01-03 17:00:00+00:00,279.773,-379.688,81.76,83.49,82.625
2017-01-03 17:15:00+00:00,188.828,-150.363,287.54,289.33,288.435
2017-01-03 17:30:00+00:00,25.046,37.442,287.54,287.54,287.54
2017-01-03 17:45:00+00:00,-5.8,18.263,5.16,5.16,5.16
2017-01-03 18:00:00+00:00,160.598,-110.674,128.46,128.46,128.46
2017-01-03 18:15:00+00:00,28.52,-61.619,81.76,81.76,81.76
2017-01-03 18:30:00+00:00,26.098,2.79,81.76,81.76,81.76
2017-01-03 18:45:00+00:00,-15.37,44.502,5.16,5.16,5.16
2017-01-03 19:00:00+00:00,125.571,-168.091,78.51,79.1,78.805
2017-01-03 19:15:00+00:00,185.815,-198.538,78.51,79.24,78.875
2017-01-03 19:30:00+00:00,42.248,-31.262,78.51,78.51,78.51
2017-01-03 19:45:00+00:00,29.233,10.336,78.51,78.51,78.51
2017-01-03 20:00:00+00:00,98.12,-107.315,63.05,63.05,63.05
2017-01-03 20:15:00+00:00,-1.367,27.142,22.36,22.36,22.36
2017-01-03 20:30:00+00:00,-1.601,-3.125,22.36,22.36,22.36
2017-01-03 20:45:00+00:00,-72.109,107.529,22.36,22.36,22.36
2017-01-03 21:00:00+00:00,-1.868,-8,22.36,22.36,22.36
2017-01-03 21:15:00+00:00,209.037,-198.4,74.52,75.06,74.79
2017-01-03 21:30:00+00:00,203.394,-268.516,74.52,75.65,75.085
2017-01-03 21:45:00+00:00,151.569,-113.739,74.52,74.52,74.52
2017-01-03 22:00:00+00:00,204.242,-215.014,72.12,73.65,72.885
2017-01-03 22:15:00+00:00,68.091,-43.848,72.12,72.12,72.12
2017-01-03 22:30:00+00:00,40.784,-24.779,72.12,72.12,72.12
2017-01-03 22:45:00+00:00,-22.458,47.064,22.36,22.36,22.36
2017-01-03 23:00:00+00:00,139.192,-214.35,151.27,153.11,152.19
2017-01-03 23:15:00+00:00,72.353,-34.632,151.27,151.27,151.27
2017-01-03 23:30:00+00:00,16.758,-24.723,60.91,60.91,60.91
2017-01-03 23:45:00+00:00,47.345,-33.414,59.62,59.62,59.62
2017-01-04 00:00:00+00:00,112.536,-124.141,59.62,59.62,59.62
2017-01-04 00:15:00+00:00,119.255,-132.736,59.62,59.62,59.62
2017-01-04 00:30:00+00:00,155.114,-173.052,59.62,60.57,60.095
2017-01-04 00:45:00+00:00,12.423,-5.191,59.62,59.62,59.62
2017-01-04 01:00:00+00:00,86.072,-99.073,59.62,59.62,59.62
2017-01-04 01:15:00+00:00,67.405,-68.766,59.62,59.62,59.62
2017-01-04 01:30:00+00:00,58.091,-46.859,59.62,59.62,59.62
2017-01-04 01:45:00+00:00,113.177,-102.54,59.62,59.62,59.62
2017-01-04 02:00:00+00:00,146.381,-229.14,54.7,55.76,55.23
2017-01-04 02:15:00+00:00,124.228,-96.048,54.7,54.7,54.7
2017-01-04 02:30:00+00:00,35.328,-25.031,54.7,54.7,54.7
2017-01-04 02:45:00+00:00,16.815,1.548,54.7,54.7,54.7
2017-01-04 03:00:00+00:00,46.56,-36.555,54.7,54.7,54.7
2017-01-04 03:15:00+00:00,48.149,-34.977,54.7,54.7,54.7
2017-01-04 03:30:00+00:00,43.249,-32.696,54.7,54.7,54.7
2017-01-04 03:45:00+00:00,98.362,-87.919,54.7,54.7,54.7
2017-01-04 04:00:00+00:00,73.446,-47.896,54.7,54.7,54.7
2017-01-04 04:15:00+00:00,68.056,-55.458,54.7,54.7,54.7
2017-01-04 04:30:00+00:00,151.989,-151.648,54.7,55.03,54.865
2017-01-04 04:45:00+00:00,232.938,-399.169,54.7,56.35,55.525
2017-01-04 05:00:00+00:00,109.976,-73.101,59.62,59.62,59.62
2017-01-04 05:15:00+00:00,182.604,-324.033,59.62,62.18,60.9
2017-01-04 05:30:00+00:00,165.685,-363.75,59.62,63.27,61.445
2017-01-04 05:45:00+00:00,152.733,-338.768,61.48,66.03,63.755
2017-01-04 06:00:00+00:00,190.286,-179.078,151.27,156.06,153.665
2017-01-04 06:15:00+00:00,52.23,-34.391,151.27,151.27,151.27
2017-01-04 06:30:00+00:00,98.409,-85.9,74.1,74.1,74.1
2017-01-04 06:45:00+00:00,143.293,-182.309,74.1,77.7,75.9
2017-01-04 07:00:00+00:00,144.42,-151.372,76.75,80.49,78.62
2017-01-04 07:15:00+00:00,131.143,-137.041,76.75,76.75,76.75
2017-01-04 07:30:00+00:00,130.83,-234.63,76.75,79.13,77.94
2017-01-04 07:45:00+00:00,213.023,-236.417,151.27,153.16,152.215
2017-01-04 08:00:00+00:00,-32.779,50.06,5.16,5.16,5.16
2017-01-04 08:15:00+00:00,74.093,-99.863,76.75,76.75,76.75
2017-01-04 08:30:00+00:00,119.602,-179.79,76.75,78.67,77.71
2017-01-04 08:45:00+00:00,139.043,-207.627,76.75,78.75,77.75
2017-01-04 09:00:00+00:00,286.735,-275.925,151.27,153.72,152.495
2017-01-04 09:15:00+00:00,222.379,-198.112,151.27,153.89,152.58
2017-01-04 09:30:00+00:00,207.066,-197.41,151.27,153.75,152.51
2017-01-04 09:45:00+00:00,106.835,-143.063,76.65,78.84,77.745
2017-01-04 10:00:00+00:00,77.24,-195.747,76.43,78.92,77.675
2017-01-04 10:15:00+00:00,140,-251.607,76.43,79.36,77.895
2017-01-04 10:30:00+00:00,247.351,-212.72,151.27,154.31,152.79
2017-01-04 10:45:00+00:00,121.278,-78.777,151.27,151.27,151.27
2017-01-04 11:00:00+00:00,189.147,-189.813,151.27,153.67,152.47
2017-01-04 11:15:00+00:00,99.442,-76.405,151.27,151.27,151.27
2017-01-04 11:30:00+00:00,76.357,-173.245,75.92,77.97,76.945
2017-01-04 11:45:00+00:00,124.185,-52.933,151.27,151.27,151.27
2017-01-04 12:00:00+00:00,-38.687,41.848,21.31,21.31,21.31
2017-01-04 12:15:00+00:00,-69.856,88.104,21.31,21.31,21.31
2017-01-04 12:30:00+00:00,46.112,-47.107,75.84,75.84,75.84
2017-01-04 12:45:00+00:00,-43.506,70.908,21.31,21.31,21.31
2017-01-04 13:00:00+00:00,-80.956,108.707,21.31,21.31,21.31
2017-01-04 13:15:00+00:00,-54.51,69.698,21.31,21.31,21.31
2017-01-04 13:30:00+00:00,49.108,-25.364,74.18,74.18,74.18
2017-01-04 13:45:00+00:00,-119.397,190.443,20.72,21.31,21.015
2017-01-04 14:00:00+00:00,3.369,16.477,72.97,72.97,72.97
2017-01-04 14:15:00+00:00,-9.649,33.359,21.31,21.31,21.31
2017-01-04 14:30:00+00:00,-18.548,27.237,21.31,21.31,21.31
2017-01-04 14:45:00+00:00,76.11,-71.456,72.97,72.97,72.97
2017-01-04 15:00:00+00:00,1.249,23.384,73.7,73.7,73.7
2017-01-04 15:15:00+00:00,75.396,-50.432,73.7,73.7,73.7
2017-01-04 15:30:00+00:00,54.056,-39.316,73.7,73.7,73.7
2017-01-04 15:45:00+00:00,150.158,-179.574,73.7,74.07,73.885
2017-01-04 16:00:00+00:00,-113.662,186.601,7.64,8.3,7.97
2017-01-04 16:15:00+00:00,27.099,-22.914,74.1,74.1,74.1
2017-01-04 16:30:00+00:00,114.824,-161.335,74.1,74.97,74.535
2017-01-04 16:45:00+00:00,147.933,-314.475,74.1,75.75,74.925
2017-01-04 17:00:00+00:00,279.346,-205.609,151.27,153.26,152.265
2017-01-04 17:15:00+00:00,129.611,-125.811,151.27,151.27,151.27
2017-01-04 17:30:00+00:00,160.6,-131.764,151.27,151.27,151.27
2017-01-04 17:45:00+00:00,58.764,-107.668,74.1,74.1,74.1
2017-01-04 18:00:00+00:00,328.733,-458.044,310,313.52,311.76
2017-01-04 18:15:00+00:00,288.186,-255.318,310,314.06,312.03
2017-01-04 18:30:00+00:00,181.728,-118.634,310,310,310
2017-01-04 18:45:00+00:00,41.76,-32.626,310,310,310
2017-01-04 19:00:00+00:00,226.602,-339.007,310,313.75,311.875
2017-01-04 19:15:00+00:00,210.846,-167.3,310,313.85,311.925
